SourceFile,TargetFile
Jolt/Physics/Collision/Shape/RotatedTranslatedShape.cpp,Jolt/Physics/Collision/CollisionDispatch.h
Jolt/Physics/Collision/Shape/SphereShape.cpp,Jolt/Physics/Collision/Shape/GetTrianglesContext.h
Jolt/Compute/CPU/ComputeSystemCPU.cpp,Jolt/Compute/CPU/ComputeSystemCPU.h
Jolt/Shaders/HairWrapper.cpp,HairUpdateVelocity.hlsl
Jolt/Physics/Vehicle/VehicleCollisionTester.cpp,Jolt/Physics/Collision/RayCast.h
Jolt/Physics/Collision/Shape/MeshShape.cpp,Jolt/Physics/Collision/TransformedShape.h
Jolt/Physics/Collision/TransformedShape.h,Jolt/Physics/Collision/Shape/Shape.h
Jolt/Core/MutexArray.h,Jolt/Core/NonCopyable.h
Jolt/Physics/Collision/Shape/StaticCompoundShape.cpp,Jolt/Core/ScopeExit.h
Jolt/Physics/Constraints/SpringSettings.cpp,Jolt/Core/StreamIn.h
Jolt/Physics/Constraints/Constraint.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Physics/Constraints/ConstraintManager.h,Jolt/Physics/PhysicsLock.h
Jolt/Physics/Collision/CastConvexVsTriangles.cpp,Jolt/Geometry/EPAPenetrationDepth.h
Jolt/Core/Profiler.cpp,fstream
Jolt/Physics/Constraints/SliderConstraint.cpp,Jolt/Core/StreamOut.h
Jolt/Physics/Collision/TransformedShape.h,Jolt/Physics/Collision/Shape/SubShapeID.h
Jolt/Physics/Collision/CollideConvexVsTriangles.cpp,Jolt/Physics/Collision/ActiveEdges.h
Jolt/Physics/Body/BodyManager.cpp,Jolt/Physics/Body/BodyFilter.h
Jolt/Physics/Collision/CastSphereVsTriangles.h,Jolt/Physics/Collision/ShapeCast.h
Jolt/Compute/VK/ComputeBufferVK.cpp,Jolt/Compute/VK/ComputeSystemVK.h
Jolt/Physics/Collision/CollisionGroup.cpp,Jolt/Physics/Collision/CollisionGroup.h
Jolt/Physics/Vehicle/VehicleConstraint.h,Jolt/Physics/Vehicle/Wheel.h
Jolt/Compute/CPU/ComputeSystemCPU.cpp,Jolt/Compute/CPU/ComputeBufferCPU.h
Jolt/Core/StreamWrapper.h,Jolt/Core/StreamOut.h
Jolt/Compute/DX12/ComputeSystemDX12.cpp,Jolt/Core/FPException.h
Jolt/Physics/Body/BodyInterface.h,Jolt/Physics/EActivation.h
Jolt/Geometry/EPAConvexHullBuilder.h,Jolt/Renderer/DebugRenderer.h
Jolt/Physics/Collision/Shape/PlaneShape.cpp,Jolt/Physics/Collision/TransformedShape.h
Jolt/Physics/Collision/Shape/TaperedCapsuleShape.cpp,Jolt/Jolt.h
Jolt/Physics/Constraints/SwingTwistConstraint.h,Jolt/Physics/Constraints/ConstraintPart/SwingTwistConstraintPart.h
Jolt/Physics/Collision/CollisionDispatch.cpp,Jolt/Physics/Collision/CollisionDispatch.h
Jolt/Physics/SoftBody/SoftBodySharedSettings.cpp,Jolt/Physics/SoftBody/SoftBodyUpdateContext.h
Jolt/Compute/CPU/ComputeShaderCPU.h,Jolt/Compute/ComputeShader.h
Jolt/Physics/Collision/BroadPhase/QuadTree.cpp,Jolt/Physics/Body/BodyPair.h
Jolt/Physics/Body/BodyCreationSettings.h,Jolt/Core/ObjectToIDMap.h
Jolt/Compute/VK/ComputeSystemVKWithAllocator.h,Jolt/Compute/VK/ComputeSystemVK.h
Jolt/Physics/Vehicle/VehicleCollisionTester.cpp,Jolt/Jolt.h
Jolt/Core/JobSystemWithBarrier.cpp,thread
Jolt/Core/Profiler.h,mutex
Jolt/Physics/Collision/CollideShapeVsShapePerLeaf.h,Jolt/Physics/Collision/CollisionDispatch.h
Jolt/Physics/Constraints/SpringSettings.cpp,Jolt/Physics/Constraints/SpringSettings.h
Jolt/Physics/Collision/BroadPhase/BroadPhaseLayer.h,Jolt/Core/NonCopyable.h
Jolt/Compute/VK/ComputeQueueVK.cpp,Jolt/Compute/VK/ComputeSystemVK.h
Jolt/Physics/PhysicsScene.cpp,Jolt/Jolt.h
Jolt/Physics/Constraints/ConstraintPart/SwingTwistConstraintPart.h,Jolt/Geometry/Ellipse.h
Jolt/Physics/Collision/Shape/MeshShape.cpp,Jolt/Physics/Collision/CastConvexVsTriangles.h
Jolt/Physics/Constraints/PathConstraintPath.cpp,Jolt/Jolt.h
Jolt/Physics/Character/CharacterVirtual.cpp,Jolt/Physics/Body/Body.h
Jolt/Physics/Body/BodyManager.cpp,Jolt/Physics/SoftBody/SoftBodyMotionProperties.h
Jolt/Compute/VK/ComputeQueueVK.h,Jolt/Compute/VK/BufferVK.h
Jolt/Core/Core.h,string.h
Jolt/Physics/Vehicle/VehicleConstraint.cpp,Jolt/Core/StreamIn.h
Jolt/RegisterTypes.cpp,Jolt/Physics/Collision/Shape/CylinderShape.h
Jolt/Physics/Collision/EstimateCollisionResponse.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/Shape/HeightFieldShape.cpp,Jolt/Physics/Collision/CollideSphereVsTriangles.h
Jolt/Physics/Collision/CastSphereVsTriangles.cpp,Jolt/Geometry/ClosestPoint.h
Jolt/Physics/Constraints/SliderConstraint.h,Jolt/Physics/Constraints/MotorSettings.h
Jolt/Physics/Collision/NarrowPhaseQuery.cpp,Jolt/Physics/Collision/CollisionDispatch.h
Jolt/Physics/Collision/CollideShape.h,Jolt/Physics/Collision/BackFaceMode.h
Jolt/Core/FPControlWord.h,Jolt/Core/NonCopyable.h
Jolt/Physics/Collision/Shape/TriangleShape.cpp,Jolt/Physics/Collision/RayCast.h
Jolt/Compute/DX12/ComputeShaderDX12.h,Jolt/Compute/ComputeShader.h
Jolt/Physics/Constraints/PulleyConstraint.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/Shape/Shape.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Compute/ComputeSystem.h,Jolt/Core/RTTI.h
Jolt/Core/Profiler.h,Jolt/Core/NonCopyable.h
Jolt/Physics/Collision/BroadPhase/BroadPhaseQuery.h,Jolt/Physics/Collision/ObjectLayer.h
Jolt/Core/JobSystemSingleThreaded.h,Jolt/Core/FixedSizeFreeList.h
Jolt/Physics/Character/CharacterBase.cpp,Jolt/Jolt.h
Jolt/Physics/Constraints/PathConstraintPath.h,Jolt/Core/Reference.h
Jolt/Physics/Constraints/ConstraintPart/ContactConstraintPart.h,Jolt/Physics/Body/Body.h
Jolt/Shaders/HairWrapper.cpp,HairTeleportBindings.h
Jolt/Physics/Body/BodyInterface.cpp,Jolt/Physics/Body/BodyCreationSettings.h
Jolt/Compute/VK/BufferVK.h,Jolt/Core/Reference.h
Jolt/Physics/Collision/Shape/MeshShape.h,Jolt/Geometry/IndexedTriangle.h
Jolt/Physics/PhysicsSystem.cpp,Jolt/Geometry/ClosestPoint.h
Jolt/Physics/Collision/Shape/MeshShape.cpp,Jolt/Physics/Collision/RayCast.h
Jolt/Core/LockFreeHashMap.h,Jolt/Core/Atomics.h
Jolt/ObjectStream/SerializableObject.cpp,Jolt/ObjectStream/SerializableObject.h
Jolt/AABBTree/AABBTreeBuilder.h,Jolt/Core/NonCopyable.h
Jolt/Physics/Constraints/ConstraintPart/AngleConstraintPart.h,Jolt/Physics/Body/Body.h
Jolt/Physics/Constraints/ConstraintManager.cpp,Jolt/Physics/Constraints/CalculateSolverSteps.h
Jolt/AABBTree/AABBTreeToBuffer.h,Jolt/Geometry/IndexedTriangle.h
Jolt/Core/Color.cpp,Jolt/Jolt.h
Jolt/Physics/Vehicle/VehicleTransmission.cpp,Jolt/Physics/Vehicle/VehicleTransmission.h
Jolt/Physics/Collision/Shape/CompoundShape.h,Jolt/Physics/Collision/Shape/ScaleHelpers.h
Jolt/Physics/Collision/Shape/OffsetCenterOfMassShape.cpp,Jolt/Core/StreamIn.h
Jolt/RegisterTypes.cpp,Jolt/RegisterTypes.h
Jolt/Physics/Body/Body.h,Jolt/Physics/Collision/Shape/Shape.h
Jolt/Physics/Collision/Shape/TaperedCapsuleShape.h,Jolt/Physics/Collision/Shape/ConvexShape.h
Jolt/Geometry/ConvexHullBuilder.cpp,Jolt/Core/StringTools.h
Jolt/Skeleton/Skeleton.cpp,Jolt/Jolt.h
Jolt/Compute/DX12/ComputeQueueDX12.cpp,Jolt/Compute/DX12/ComputeQueueDX12.h
Jolt/Physics/Collision/Shape/TriangleShape.cpp,Jolt/Jolt.h
Jolt/Physics/Constraints/PathConstraintPathHermite.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Geometry/OrientedBox.h,Jolt/Geometry/Triangle.h
Jolt/Shaders/HairWrapper.cpp,HairUpdateStrands.hlsl
Jolt/Physics/Collision/SimShapeFilter.h,Jolt/Core/NonCopyable.h
Jolt/ObjectStream/ObjectStream.h,Jolt/Core/Reference.h
Jolt/Physics/Collision/Shape/DecoratedShape.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Physics/Constraints/ContactConstraintManager.h,Jolt/Physics/Constraints/ConstraintPart/ContactConstraintPart.h
Jolt/Physics/Collision/CollisionDispatch.cpp,Jolt/Physics/Collision/CastResult.h
Jolt/Physics/Constraints/SliderConstraint.cpp,Jolt/Core/StreamIn.h
Jolt/Shaders/HairApplyDeltaTransformBindings.h,HairStructs.h
Jolt/Physics/IslandBuilder.cpp,Jolt/Core/Profiler.h
Jolt/Physics/Collision/Shape/CapsuleShape.cpp,Jolt/Physics/Collision/TransformedShape.h
Jolt/Compute/VK/ComputeSystemVKWithAllocator.cpp,Jolt/Compute/VK/ComputeShaderVK.h
Jolt/Physics/Collision/Shape/MeshShape.cpp,Jolt/Jolt.h
Jolt/RegisterTypes.cpp,Jolt/Physics/Collision/Shape/PlaneShape.h
Jolt/Physics/Hair/HairSettings.cpp,Jolt/AABBTree/AABBTreeBuilder.h
Jolt/Physics/Collision/Shape/StaticCompoundShape.cpp,Jolt/Core/TempAllocator.h
Jolt/Physics/Vehicle/Wheel.h,Jolt/Core/StreamOut.h
Jolt/Physics/Body/MassProperties.cpp,Jolt/Jolt.h
Jolt/Physics/Constraints/TwoBodyConstraint.cpp,Jolt/Physics/Constraints/TwoBodyConstraint.h
Jolt/Physics/Hair/HairSettings.h,Jolt/Shaders/HairStructs.h
Jolt/Compute/DX12/ComputeQueueDX12.h,Jolt/Compute/ComputeQueue.h
Jolt/Math/Vec4.h,Jolt/Math/MathTypes.h
Jolt/Physics/Collision/BroadPhase/BroadPhase.cpp,Jolt/Physics/Collision/BroadPhase/BroadPhase.h
Jolt/Physics/Constraints/SixDOFConstraint.h,Jolt/Physics/Constraints/ConstraintPart/RotationEulerConstraintPart.h
Jolt/Physics/Collision/Shape/BoxShape.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/Compute/DX12/ComputeBufferDX12.cpp,Jolt/Jolt.h
Jolt/Physics/Character/CharacterVirtual.cpp,Jolt/Physics/Character/CharacterVirtual.h
Jolt/Physics/Collision/Shape/ConvexHullShape.cpp,Jolt/Geometry/ClosestPoint.h
Jolt/Physics/Collision/GroupFilter.cpp,Jolt/Physics/Collision/GroupFilter.h
Jolt/Physics/Collision/Shape/MutableCompoundShape.cpp,Jolt/Core/StreamOut.h
Jolt/Math/HalfFloat.h,Jolt/Core/FPException.h
Jolt/ObjectStream/ObjectStream.h,Jolt/Core/StaticArray.h
Jolt/Physics/Collision/Shape/ConvexHullShape.cpp,Jolt/Core/StreamOut.h
Jolt/Physics/Collision/Shape/SphereShape.cpp,Jolt/Physics/Collision/Shape/SphereShape.h
Jolt/Geometry/EPAConvexHullBuilder.h,Jolt/Core/NonCopyable.h
Jolt/Physics/Collision/NarrowPhaseQuery.cpp,Jolt/Physics/Collision/CastResult.h
Jolt/Physics/PhysicsSystem.cpp,Jolt/Physics/Constraints/CalculateSolverSteps.h
Jolt/Physics/Collision/Shape/StaticCompoundShape.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Shaders/TestComputeWrapper.cpp,TestCompute2.hlsl
Jolt/Physics/Collision/Shape/SphereShape.cpp,Jolt/Core/StreamIn.h
Jolt/Physics/Body/BodyPair.h,Jolt/Physics/Body/BodyID.h
Jolt/Compute/DX12/ComputeQueueDX12.h,Jolt/Compute/DX12/ComputeShaderDX12.h
Jolt/Physics/Collision/Shape/ConvexShape.cpp,Jolt/Core/StreamOut.h
Jolt/Physics/Collision/BroadPhase/BroadPhaseBruteForce.cpp,Jolt/Geometry/OrientedBox.h
Jolt/Physics/Collision/BroadPhase/BroadPhaseBruteForce.cpp,Jolt/Geometry/RayAABox.h
Jolt/ObjectStream/TypeDeclarations.h,Jolt/Geometry/AABox.h
Jolt/Physics/Constraints/ConstraintPart/DualAxisConstraintPart.h,Jolt/Math/Matrix.h
Jolt/Physics/Collision/Shape/MeshShape.h,Jolt/Geometry/Triangle.h
Jolt/Renderer/DebugRendererSimple.cpp,Jolt/Renderer/DebugRendererSimple.h
Jolt/Physics/SoftBody/SoftBodyMotionProperties.cpp,Jolt/Core/ScopeExit.h
Jolt/Core/JobSystem.h,Jolt/Core/Profiler.h
Jolt/Physics/Vehicle/VehicleTrack.h,Jolt/Core/StreamOut.h
Jolt/Physics/Collision/CollisionDispatch.h,Jolt/Physics/Collision/ShapeCast.h
Jolt/Physics/Character/CharacterBase.cpp,Jolt/Physics/Character/CharacterBase.h
Jolt/Math/Vec3.h,Vec3.inl
Jolt/RegisterTypes.cpp,Jolt/Physics/Collision/Shape/StaticCompoundShape.h
Jolt/Physics/Constraints/SixDOFConstraint.h,Jolt/Physics/Constraints/TwoBodyConstraint.h
Jolt/ObjectStream/ObjectStreamIn.cpp,Jolt/ObjectStream/ObjectStreamIn.h
Jolt/Physics/Vehicle/VehicleEngine.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Skeleton/SkeletalAnimation.cpp,Jolt/Core/StreamIn.h
Jolt/Physics/Collision/CollideShapeVsShapePerLeaf.h,Jolt/Core/STLLocalAllocator.h
Jolt/Physics/Constraints/ConstraintManager.cpp,Jolt/Core/Profiler.h
Jolt/Physics/Collision/Shape/CylinderShape.h,Jolt/Physics/PhysicsSettings.h
Jolt/Shaders/HairWrapper.cpp,Jolt/Compute/CPU/WrapShaderBindings.h
Jolt/Physics/Character/CharacterVirtual.cpp,Jolt/Physics/Body/BodyCreationSettings.h
Jolt/Physics/Constraints/RackAndPinionConstraint.cpp,Jolt/Physics/Constraints/SliderConstraint.h
Jolt/Physics/Collision/CollidePointResult.h,Jolt/Physics/Body/BodyID.h
Jolt/Physics/Collision/Shape/ConvexHullShape.cpp,Jolt/Physics/Collision/CollideSoftBodyVertexIterator.h
Jolt/Core/Factory.cpp,Jolt/Jolt.h
Jolt/Physics/LargeIslandSplitter.cpp,Jolt/Physics/Constraints/CalculateSolverSteps.h
Jolt/Physics/Collision/GroupFilterTable.cpp,Jolt/Jolt.h
Jolt/Physics/Ragdoll/Ragdoll.cpp,Jolt/Jolt.h
Jolt/ObjectStream/ObjectStreamIn.cpp,Jolt/Core/Factory.h
Jolt/Compute/DX12/ComputeSystemDX12Impl.h,Jolt/Compute/DX12/ComputeSystemDX12.h
Jolt/Physics/Collision/Shape/ScaledShape.h,Jolt/Physics/Collision/Shape/ScaleHelpers.h
Jolt/Shaders/HairWrapper.cpp,HairCalculateCollisionPlanes.hlsl
Jolt/Physics/Vehicle/TrackedVehicleController.cpp,Jolt/Physics/Vehicle/TrackedVehicleController.h
Jolt/Math/Vec3.h,Jolt/Core/StaticArray.h
Jolt/Physics/Vehicle/VehicleEngine.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/Physics/Vehicle/VehicleCollisionTester.cpp,Jolt/Physics/Collision/CastResult.h
Jolt/Compute/VK/ComputeBufferVK.cpp,Jolt/Compute/VK/ComputeBufferVK.h
Jolt/Physics/Collision/PhysicsMaterial.cpp,Jolt/Physics/Collision/PhysicsMaterialSimple.h
Jolt/Physics/Collision/Shape/CapsuleShape.cpp,Jolt/Physics/Collision/RayCast.h
Jolt/Physics/Vehicle/VehicleConstraint.cpp,Jolt/Physics/PhysicsSystem.h
Jolt/Physics/Collision/CastSphereVsTriangles.cpp,Jolt/Core/Profiler.h
Jolt/Shaders/HairWrapper.cpp,HairGridClear.hlsl
Jolt/Renderer/DebugRendererPlayback.h,Jolt/Core/StreamIn.h
Jolt/Physics/Collision/Shape/TaperedCapsuleShape.h,Jolt/Renderer/DebugRenderer.h
Jolt/Core/StringTools.cpp,cstdarg
Jolt/Compute/VK/ComputeQueueVK.h,Jolt/Compute/ComputeQueue.h
Jolt/Physics/Body/MassProperties.cpp,Jolt/Math/Matrix.h
Jolt/Physics/PhysicsUpdateContext.h,Jolt/Core/JobSystem.h
Jolt/ObjectStream/TypeDeclarations.h,Jolt/ObjectStream/SerializableAttributeEnum.h
Jolt/Physics/Constraints/ConstraintPart/IndependentAxisConstraintPart.h,Jolt/Physics/Body/Body.h
Jolt/ObjectStream/ObjectStreamOut.cpp,Jolt/ObjectStream/ObjectStreamTextOut.h
Jolt/Core/Profiler.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/GroupFilter.cpp,Jolt/Jolt.h
Jolt/Core/FixedSizeFreeList.h,Jolt/Core/NonCopyable.h
Jolt/Physics/Body/MotionProperties.h,Jolt/Geometry/Sphere.h
Jolt/Shaders/HairApplyGlobalPoseBindings.h,HairStructs.h
Jolt/Geometry/OrientedBox.h,Jolt/Math/Mat44.h
Jolt/Physics/Collision/Shape/StaticCompoundShape.h,Jolt/Math/HalfFloat.h
Jolt/ObjectStream/SerializableAttributeEnum.h,Jolt/ObjectStream/SerializableAttribute.h
Jolt/Physics/Collision/Shape/Shape.cpp,Jolt/Physics/Collision/TransformedShape.h
Jolt/Core/JobSystemThreadPool.cpp,Jolt/Core/IncludeWindows.h
Jolt/Physics/PhysicsLock.h,Jolt/Core/Mutex.h
Jolt/Physics/Body/Body.h,Jolt/Physics/Body/BodyID.h
Jolt/Physics/SoftBody/SoftBodySharedSettings.cpp,Jolt/Core/StreamUtils.h
Jolt/Physics/Collision/EstimateCollisionResponse.cpp,Jolt/Physics/Collision/EstimateCollisionResponse.h
Jolt/Physics/Collision/Shape/CapsuleShape.cpp,Jolt/Jolt.h
Jolt/Core/JobSystem.h,JobSystem.inl
Jolt/Math/Mat44.h,Mat44.inl
Jolt/Physics/Constraints/MotorSettings.h,Jolt/Core/Reference.h
Jolt/Physics/SoftBody/SoftBodyCreationSettings.h,Jolt/Physics/SoftBody/SoftBodySharedSettings.h
Jolt/Shaders/HairCommon.h,ShaderVec3.h
Jolt/Geometry/GJKClosestPoint.h,Jolt/Geometry/ClosestPoint.h
Jolt/Physics/Collision/CastResult.h,Jolt/Physics/Body/BodyID.h
Jolt/Physics/Constraints/PathConstraint.cpp,Jolt/Physics/Body/Body.h
Jolt/Physics/Collision/Shape/CompoundShape.cpp,Jolt/Core/StreamOut.h
Jolt/Physics/IslandBuilder.cpp,Jolt/Physics/PhysicsSettings.h
Jolt/Compute/CPU/ComputeQueueCPU.h,Jolt/Core/UnorderedSet.h
Jolt/Math/Quat.h,Quat.inl
Jolt/Physics/Body/BodyInterface.h,Jolt/Physics/Body/MotionQuality.h
Jolt/Physics/Body/BodyInterface.cpp,Jolt/Physics/Body/BodyManager.h
Jolt/ObjectStream/TypeDeclarations.h,Jolt/ObjectStream/SerializableObject.h
Jolt/Physics/Vehicle/VehicleTrack.h,Jolt/Core/StreamIn.h
Jolt/Physics/Hair/HairSettings.h,Jolt/Geometry/IndexedTriangle.h
Jolt/Physics/Collision/Shape/TriangleShape.cpp,Jolt/Physics/Collision/CastResult.h
Jolt/ObjectStream/SerializableAttributeTyped.h,Jolt/ObjectStream/SerializableAttribute.h
Jolt/Physics/PhysicsSystem.cpp,Jolt/Physics/SoftBody/SoftBodyShape.h
Jolt/Physics/Collision/Shape/CapsuleShape.cpp,Jolt/Physics/Collision/Shape/CapsuleShape.h
Jolt/Physics/Constraints/GearConstraint.cpp,Jolt/Physics/Constraints/HingeConstraint.h
Jolt/Physics/Vehicle/VehicleTransmission.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Compute/CPU/ComputeQueueCPU.h,Jolt/Compute/CPU/ComputeShaderCPU.h
Jolt/Math/DVec3.h,Jolt/Math/Double3.h
Jolt/Compute/ComputeSystem.h,Jolt/Compute/ComputeQueue.h
Jolt/Physics/Collision/Shape/MutableCompoundShape.cpp,Jolt/Core/Profiler.h
Jolt/Physics/Constraints/MotorSettings.cpp,Jolt/Core/StreamIn.h
Jolt/Physics/Body/BodyManager.h,Jolt/Physics/Body/Body.h
Jolt/Physics/Collision/ContactListener.h,Jolt/Physics/Collision/Shape/SubShapeIDPair.h
Jolt/Physics/Constraints/ConstraintPart/DualAxisConstraintPart.h,Jolt/Physics/Body/Body.h
Jolt/Physics/Constraints/PathConstraint.h,Jolt/Physics/Constraints/MotorSettings.h
Jolt/ObjectStream/TypeDeclarations.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/Shape/TriangleShape.cpp,Jolt/Physics/Collision/CollideConvexVsTriangles.h
Jolt/Physics/Body/MotionProperties.h,Jolt/Physics/Body/MotionQuality.h
Jolt/Physics/Constraints/HingeConstraint.h,Jolt/Physics/Constraints/ConstraintPart/HingeRotationConstraintPart.h
Jolt/Physics/Constraints/ContactConstraintManager.h,Jolt/Physics/Collision/ManifoldBetweenTwoFaces.h
Jolt/Physics/Constraints/DistanceConstraint.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Physics/Collision/Shape/Shape.cpp,Jolt/Physics/Collision/Shape/ScaledShape.h
Jolt/Physics/Constraints/HingeConstraint.cpp,Jolt/Physics/Constraints/ConstraintPart/RotationEulerConstraintPart.h
Jolt/Physics/Collision/Shape/CylinderShape.cpp,Jolt/Physics/Collision/TransformedShape.h
Jolt/Physics/Vehicle/VehicleController.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Compute/CPU/ComputeQueueCPU.cpp,Jolt/Jolt.h
Jolt/Physics/SoftBody/SoftBodyManifold.h,Jolt/Physics/SoftBody/SoftBodyMotionProperties.h
Jolt/Shaders/HairWrapper.cpp,HairUpdateRoots.hlsl
Jolt/Physics/Character/CharacterBase.h,Jolt/Core/NonCopyable.h
Jolt/Core/JobSystemWithBarrier.cpp,Jolt/Core/Profiler.h
Jolt/Physics/Collision/ObjectLayerPairFilterTable.h,Jolt/Physics/Collision/ObjectLayer.h
Jolt/RegisterTypes.cpp,Jolt/Physics/Collision/Shape/SphereShape.h
Jolt/Physics/Collision/Shape/DecoratedShape.cpp,Jolt/Physics/Collision/Shape/DecoratedShape.h
Jolt/Physics/Constraints/SixDOFConstraint.cpp,Jolt/Geometry/Ellipse.h
Jolt/Physics/Vehicle/VehicleAntiRollBar.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Physics/Vehicle/Wheel.cpp,Jolt/Physics/Vehicle/VehicleConstraint.h
Jolt/Physics/LargeIslandSplitter.h,Jolt/Core/Atomics.h
Jolt/Physics/Vehicle/MotorcycleController.h,Jolt/Physics/Vehicle/WheeledVehicleController.h
Jolt/Physics/Body/BodyInterface.cpp,Jolt/Physics/Body/BodyInterface.h
Jolt/Core/Factory.h,Jolt/Core/UnorderedMap.h
Jolt/Physics/Constraints/ConstraintManager.h,Jolt/Physics/Constraints/Constraint.h
Jolt/Skeleton/SkeletalAnimation.cpp,Jolt/Skeleton/SkeletonPose.h
Jolt/Physics/Character/CharacterVirtual.cpp,Jolt/Geometry/GJKClosestPoint.h
Jolt/Math/Vec3.h,Jolt/Math/MathTypes.h
Jolt/Geometry/Indexify.h,Jolt/Geometry/Triangle.h
Jolt/Physics/Collision/Shape/Shape.h,Jolt/Physics/Body/MassProperties.h
Jolt/Physics/Constraints/DistanceConstraint.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/Physics/Character/CharacterBase.h,Jolt/Core/Reference.h
Jolt/Physics/Body/BodyCreationSettings.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Geometry/ConvexHullBuilder.h,Jolt/Core/StaticArray.h
Jolt/Physics/Collision/BroadPhase/BroadPhaseBruteForce.cpp,Jolt/Physics/Body/BodyPair.h
Jolt/Physics/Constraints/ConstraintPart/AngleConstraintPart.h,Jolt/Physics/Constraints/SpringSettings.h
Jolt/Core/StreamUtils.h,Jolt/Core/ObjectToIDMap.h
Jolt/Compute/VK/ComputeQueueVK.cpp,Jolt/Jolt.h
Jolt/Jolt.h,Jolt/Core/IssueReporting.h
Jolt/Physics/PhysicsSystem.cpp,Jolt/Physics/PhysicsSystem.h
Jolt/ObjectStream/ObjectStreamOut.h,Jolt/Core/UnorderedSet.h
Jolt/Physics/Collision/Shape/TaperedCapsuleShape.cpp,Jolt/Core/StreamOut.h
Jolt/Physics/SoftBody/SoftBodyMotionProperties.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/Physics/Collision/Shape/HeightFieldShape.cpp,Jolt/Physics/Collision/Shape/HeightFieldShape.h
Jolt/Physics/Collision/BroadPhase/BroadPhaseBruteForce.cpp,Jolt/Physics/Collision/BroadPhase/BroadPhaseBruteForce.h
Jolt/Physics/Collision/CollisionGroup.cpp,Jolt/Jolt.h
Jolt/Skeleton/SkeletonPose.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/Physics/Body/MotionProperties.h,MotionProperties.inl
Jolt/Physics/Body/BodyInterface.h,Jolt/Physics/Body/BodyType.h
Jolt/Physics/Collision/Shape/TriangleShape.cpp,Jolt/Physics/Collision/CollideSoftBodyVerticesVsTriangles.h
Jolt/Physics/Collision/Shape/TriangleShape.cpp,Jolt/Physics/Collision/CollidePointResult.h
Jolt/Physics/Constraints/PathConstraintPath.cpp,Jolt/Core/StreamUtils.h
Jolt/Compute/CPU/ComputeSystemCPU.h,Jolt/Compute/ComputeSystem.h
Jolt/Physics/Collision/Shape/CompoundShape.cpp,Jolt/Core/StreamIn.h
Jolt/Core/Reference.h,Jolt/Core/Atomics.h
Jolt/Physics/PhysicsUpdateContext.cpp,Jolt/Physics/PhysicsUpdateContext.h
Jolt/ObjectStream/ObjectStream.cpp,Jolt/ObjectStream/ObjectStream.h
Jolt/Physics/StateRecorderImpl.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/ShapeCast.h,Jolt/Physics/Collision/Shape/Shape.h
Jolt/Compute/VK/ComputeSystemVKImpl.h,Jolt/Compute/VK/ComputeSystemVKWithAllocator.h
Jolt/Physics/IslandBuilder.cpp,Jolt/Core/QuickSort.h
Jolt/Physics/PhysicsSystem.cpp,Jolt/Physics/PhysicsSettings.h
Jolt/Physics/Vehicle/VehicleController.h,Jolt/Renderer/DebugRenderer.h
Jolt/Physics/Body/BodyManager.cpp,Jolt/Physics/StateRecorder.h
Jolt/Physics/Constraints/RackAndPinionConstraint.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Physics/Collision/Shape/PlaneShape.cpp,Jolt/Physics/Collision/Shape/PlaneShape.h
Jolt/Physics/Collision/Shape/MeshShape.cpp,Jolt/Physics/Collision/CollideSoftBodyVerticesVsTriangles.h
Jolt/RegisterTypes.cpp,Jolt/Physics/Collision/Shape/ConvexHullShape.h
Jolt/Physics/Body/Body.h,Jolt/Physics/Collision/BroadPhase/BroadPhaseLayer.h
Jolt/Physics/Collision/Shape/MeshShape.cpp,Jolt/Physics/Collision/ActiveEdges.h
Jolt/Physics/Body/MotionProperties.h,Jolt/Physics/Body/BodyType.h
Jolt/Physics/Collision/Shape/CylinderShape.cpp,Jolt/Physics/Collision/RayCast.h
Jolt/Physics/Collision/Shape/TaperedCapsuleShape.cpp,Jolt/Physics/Collision/CollideSoftBodyVertexIterator.h
Jolt/Physics/Constraints/PulleyConstraint.cpp,Jolt/Core/StreamOut.h
