SourceFile,TargetFile
Jolt/Core/RTTI.cpp,Jolt/Core/StringTools.h
Jolt/Physics/Collision/Shape/TaperedCapsuleShape.cpp,Jolt/Physics/Collision/Shape/SphereShape.h
Jolt/Physics/Character/CharacterVirtual.h,Jolt/Core/STLTempAllocator.h
Jolt/Geometry/RayCapsule.h,Jolt/Geometry/RaySphere.h
Jolt/Physics/Body/Body.h,Jolt/Physics/Body/BodyType.h
Jolt/Physics/Character/CharacterVirtual.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/ObjectStream/ObjectStreamTextIn.cpp,Jolt/Jolt.h
Jolt/Physics/Constraints/ContactConstraintManager.h,Jolt/Core/NonCopyable.h
Jolt/Physics/Character/Character.h,Jolt/Physics/Body/AllowedDOFs.h
Jolt/Compute/VK/ComputeShaderVK.cpp,Jolt/Compute/VK/ComputeShaderVK.h
Jolt/Physics/Collision/Shape/TaperedCapsuleShape.cpp,Jolt/Core/StreamIn.h
Jolt/Physics/Constraints/ContactConstraintManager.h,Jolt/Core/HashCombine.h
Jolt/Compute/VK/ComputeSystemVKImpl.cpp,dlfcn.h
Jolt/Physics/Collision/ManifoldBetweenTwoFaces.cpp,Jolt/Geometry/ClipPoly.h
Jolt/Physics/Collision/Shape/ScaledShape.h,Jolt/Physics/Collision/Shape/DecoratedShape.h
Jolt/Physics/Hair/Hair.cpp,Jolt/Core/Profiler.h
Jolt/Physics/Vehicle/WheeledVehicleController.h,Jolt/Physics/Vehicle/VehicleConstraint.h
Jolt/Renderer/DebugRendererSimple.cpp,Jolt/Jolt.h
Jolt/Physics/SoftBody/SoftBodyCreationSettings.h,Jolt/Physics/Collision/CollisionGroup.h
Jolt/Physics/Body/Body.h,Jolt/Physics/Body/BodyAccess.h
Jolt/Physics/Collision/Shape/StaticCompoundShape.h,Jolt/Physics/Collision/Shape/CompoundShape.h
Jolt/Physics/Constraints/Constraint.h,Jolt/Core/Reference.h
Jolt/Core/ObjectToIDMap.h,Jolt/Core/UnorderedMapFwd.h
Jolt/Physics/Collision/BroadPhase/QuadTree.cpp,Jolt/Physics/Collision/CastResult.h
Jolt/Core/TickCounter.h,larchintrin.h
Jolt/Physics/Constraints/PathConstraintPath.h,Jolt/Core/Result.h
Jolt/Compute/CPU/WrapShaderBegin.h,Jolt/Compute/CPU/HLSLToCPP.h
Jolt/Physics/Vehicle/VehicleConstraint.h,Jolt/Physics/Constraints/Constraint.h
Jolt/Physics/Constraints/TwoBodyConstraint.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/Physics/Vehicle/VehicleEngine.cpp,Jolt/Physics/Vehicle/VehicleEngine.h
Jolt/Renderer/DebugRenderer.h,Jolt/Geometry/IndexedTriangle.h
Jolt/Physics/Body/BodyLockInterface.h,Jolt/Core/Mutex.h
Jolt/Math/EigenValueSymmetric.h,Jolt/Core/FPException.h
Jolt/ObjectStream/ObjectStreamTextIn.cpp,Jolt/ObjectStream/ObjectStreamTextIn.h
Jolt/Physics/Body/Body.h,Body.inl
Jolt/Physics/Collision/ObjectLayerPairFilterMask.h,Jolt/Physics/Collision/ObjectLayer.h
Jolt/Compute/MTL/ComputeSystemMTL.h,MetalKit/MetalKit.h
Jolt/Physics/Collision/CollideShape.h,Jolt/Physics/Collision/Shape/SubShapeID.h
Jolt/Physics/Collision/Shape/CompoundShapeVisitors.h,Jolt/Physics/Collision/Shape/SubShapeID.h
Jolt/Physics/Collision/BroadPhase/BroadPhase.h,Jolt/Physics/Collision/BroadPhase/BroadPhaseQuery.h
Jolt/Physics/Constraints/PulleyConstraint.cpp,Jolt/Core/StreamIn.h
Jolt/Physics/Character/Character.cpp,Jolt/Physics/PhysicsSystem.h
Jolt/Physics/Collision/Shape/StaticCompoundShape.h,Jolt/Physics/Collision/SortReverseAndStore.h
Jolt/Physics/Constraints/Constraint.cpp,Jolt/Physics/Constraints/Constraint.h
Jolt/Physics/Collision/TransformedShape.cpp,Jolt/Geometry/OrientedBox.h
Jolt/Physics/Collision/CollideConvexVsTriangles.cpp,Jolt/Physics/Collision/TransformedShape.h
Jolt/Renderer/DebugRendererRecorder.h,Jolt/Core/StreamOut.h
Jolt/Geometry/EPAPenetrationDepth.h,Jolt/Geometry/GJKClosestPoint.h
Jolt/Physics/Constraints/ConstraintPart/SwingTwistConstraintPart.h,Jolt/Physics/Constraints/ConstraintPart/AngleConstraintPart.h
Jolt/Physics/SoftBody/SoftBodyShape.h,Jolt/Physics/Collision/Shape/Shape.h
Jolt/Physics/Collision/Shape/TaperedCylinderShape.cpp,Jolt/Physics/Collision/CollideSoftBodyVertexIterator.h
Jolt/Physics/Collision/BroadPhase/QuadTree.cpp,Jolt/Core/STLLocalAllocator.h
Jolt/Physics/Constraints/ContactConstraintManager.h,Jolt/Core/StaticArray.h
Jolt/Core/Core.h,type_traits
Jolt/Physics/Vehicle/MotorcycleController.cpp,Jolt/Core/StreamOut.h
Jolt/Physics/Collision/Shape/CapsuleShape.cpp,Jolt/Physics/Collision/Shape/GetTrianglesContext.h
Jolt/Physics/Character/CharacterVirtual.cpp,Jolt/Core/QuickSort.h
Jolt/Physics/Vehicle/TrackedVehicleController.cpp,Jolt/Physics/PhysicsSystem.h
Jolt/Physics/Collision/Shape/CompoundShape.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Physics/Constraints/ConstraintPart/PointConstraintPart.h,Jolt/Physics/StateRecorder.h
Jolt/Core/JobSystemThreadPool.h,thread
Jolt/Skeleton/Skeleton.cpp,Jolt/Core/StreamIn.h
Jolt/Physics/Character/CharacterID.h,Jolt/Core/HashCombine.h
Jolt/Physics/Vehicle/VehicleAntiRollBar.cpp,Jolt/Physics/Vehicle/VehicleAntiRollBar.h
Jolt/Physics/IslandBuilder.cpp,Jolt/Jolt.h
Jolt/Physics/PhysicsScene.h,Jolt/Physics/Body/BodyCreationSettings.h
Jolt/Physics/SoftBody/SoftBodyMotionProperties.cpp,Jolt/Physics/SoftBody/SoftBodyMotionProperties.h
Jolt/Compute/DX12/ComputeSystemDX12.cpp,Jolt/Compute/DX12/ComputeQueueDX12.h
Jolt/Physics/Collision/Shape/DecoratedShape.h,Jolt/Physics/Collision/Shape/Shape.h
Jolt/Physics/Collision/Shape/BoxShape.cpp,Jolt/Physics/Collision/CastResult.h
Jolt/Core/Mutex.h,shared_mutex
Jolt/Physics/PhysicsUpdateContext.cpp,Jolt/Jolt.h
Jolt/Physics/Body/BodyManager.cpp,Jolt/Physics/SoftBody/SoftBodyCreationSettings.h
Jolt/Physics/Collision/Shape/MeshShape.cpp,Jolt/Physics/Collision/Shape/SphereShape.h
Jolt/Physics/Collision/Shape/MeshShape.cpp,Jolt/Core/StreamIn.h
Jolt/Physics/PhysicsSystem.h,Jolt/Physics/Collision/NarrowPhaseQuery.h
Jolt/Physics/Collision/CollideSphereVsTriangles.cpp,Jolt/Physics/Collision/CollideSphereVsTriangles.h
Jolt/Physics/Hair/Hair.h,Jolt/Core/NonCopyable.h
Jolt/Physics/Constraints/PathConstraintPath.h,Jolt/ObjectStream/SerializableObject.h
Jolt/Math/Vec3.cpp,Jolt/Math/Vec3.h
Jolt/Physics/Body/MassProperties.cpp,Jolt/Core/StreamIn.h
Jolt/Physics/Collision/Shape/PlaneShape.h,Jolt/Physics/Collision/Shape/SubShapeID.h
Jolt/Physics/Vehicle/VehicleAntiRollBar.h,Jolt/ObjectStream/SerializableObject.h
Jolt/Core/UnorderedMap.h,Jolt/Core/HashTable.h
Jolt/Physics/PhysicsSystem.h,Jolt/Physics/Constraints/ConstraintManager.h
Jolt/Physics/Body/Body.cpp,Jolt/Core/StringTools.h
Jolt/Physics/Collision/BroadPhase/BroadPhaseBruteForce.cpp,Jolt/Physics/Collision/RayCast.h
Jolt/Physics/PhysicsScene.cpp,Jolt/Physics/PhysicsScene.h
Jolt/Compute/DX12/IncludeDX12.h,wrl.h
Jolt/Physics/Body/Body.h,Jolt/Physics/Body/MotionProperties.h
Jolt/Renderer/DebugRenderer.h,Jolt/Core/HashCombine.h
Jolt/Jolt.h,Jolt/Math/Vec4.h
Jolt/Core/FixedSizeFreeList.h,Jolt/Core/Mutex.h
Jolt/Physics/Collision/Shape/HeightFieldShape.cpp,Jolt/Physics/Collision/CollideSoftBodyVerticesVsTriangles.h
Jolt/Physics/Collision/Shape/CapsuleShape.cpp,Jolt/Core/StreamOut.h
Jolt/Physics/Hair/Hair.cpp,Jolt/Physics/PhysicsSystem.h
Jolt/Physics/Collision/Shape/ConvexHullShape.cpp,Jolt/Physics/Collision/Shape/PolyhedronSubmergedVolumeCalculator.h
Jolt/Physics/Collision/Shape/HeightFieldShape.cpp,Jolt/Physics/Collision/ActiveEdges.h
Jolt/Physics/Collision/Shape/ConvexHullShape.cpp,Jolt/Physics/Collision/TransformedShape.h
Jolt/Physics/Collision/BroadPhase/BroadPhase.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/Shape/EmptyShape.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/Shape/PlaneShape.cpp,Jolt/Core/StreamIn.h
Jolt/Physics/Hair/Hair.h,Jolt/Physics/Collision/ObjectLayer.h
Jolt/Physics/Body/BodyCreationSettings.h,Jolt/Physics/Body/MotionType.h
Jolt/Physics/Collision/Shape/ConvexShape.cpp,Jolt/Physics/Collision/Shape/PolyhedronSubmergedVolumeCalculator.h
Jolt/Core/RTTI.h,Jolt/Core/Reference.h
Jolt/Geometry/AABox.h,Jolt/Geometry/Plane.h
Jolt/Physics/Collision/Shape/ConvexShape.cpp,Jolt/Physics/Collision/TransformedShape.h
Jolt/Physics/Constraints/ConstraintManager.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/Shape/EmptyShape.h,Jolt/Physics/Collision/Shape/Shape.h
Jolt/Physics/Body/Body.cpp,Jolt/Physics/PhysicsSettings.h
Jolt/Physics/SoftBody/SoftBodySharedSettings.h,Jolt/Physics/Collision/PhysicsMaterial.h
Jolt/Physics/Collision/TransformedShape.cpp,Jolt/Physics/Collision/ShapeCast.h
Jolt/Physics/Constraints/HingeConstraint.h,Jolt/Physics/Constraints/TwoBodyConstraint.h
Jolt/Physics/Collision/NarrowPhaseQuery.cpp,Jolt/Physics/Collision/InternalEdgeRemovingCollector.h
Jolt/Physics/Collision/CollisionCollectorImpl.h,Jolt/Core/QuickSort.h
Jolt/Renderer/DebugRenderer.h,Jolt/Core/Reference.h
Jolt/Physics/Constraints/PathConstraint.cpp,Jolt/Core/StringTools.h
Jolt/Physics/StateRecorder.h,Jolt/Core/StreamIn.h
Jolt/Core/JobSystemWithBarrier.h,Jolt/Core/Semaphore.h
Jolt/Physics/Collision/Shape/MeshShape.cpp,Jolt/Geometry/Indexify.h
Jolt/Math/Vec4.h,Jolt/Math/Swizzle.h
Jolt/Physics/Character/CharacterVirtual.h,Jolt/Core/UnorderedMap.h
Jolt/Physics/Constraints/ConstraintPart/HingeRotationConstraintPart.h,Jolt/Physics/Body/Body.h
Jolt/Physics/SoftBody/SoftBodyShape.cpp,Jolt/Physics/Collision/TransformedShape.h
Jolt/ObjectStream/ObjectStreamOut.cpp,Jolt/ObjectStream/ObjectStreamBinaryOut.h
Jolt/Physics/Body/BodyManager.cpp,Jolt/Physics/SoftBody/SoftBodyShape.h
Jolt/Physics/Character/Character.h,Jolt/Physics/Character/CharacterBase.h
Jolt/Physics/Vehicle/Wheel.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Physics/Collision/BroadPhase/BroadPhaseQuadTree.cpp,Jolt/Physics/Collision/RayCast.h
Jolt/Physics/Hair/HairSettings.cpp,Jolt/Physics/Hair/HairSettings.h
Jolt/Math/HalfFloat.h,Jolt/Math/Vec4.h
Jolt/ObjectStream/ObjectStreamOut.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Math/Quat.h,Jolt/Math/Vec3.h
Jolt/Physics/Collision/Shape/MeshShape.cpp,Jolt/Geometry/AABox4.h
Jolt/Physics/Vehicle/VehicleAntiRollBar.h,Jolt/Core/StreamIn.h
Jolt/Physics/Vehicle/VehicleCollisionTester.cpp,Jolt/Physics/PhysicsSystem.h
Jolt/Physics/Collision/CastSphereVsTriangles.cpp,Jolt/Jolt.h
Jolt/Physics/Body/MotionProperties.cpp,Jolt/Physics/StateRecorder.h
Jolt/Physics/Collision/GroupFilterTable.cpp,Jolt/Core/StreamIn.h
Jolt/Physics/Constraints/SwingTwistConstraint.cpp,Jolt/Physics/Constraints/SwingTwistConstraint.h
Jolt/Physics/Constraints/PathConstraint.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Compute/MTL/ComputeSystemMTL.h,Jolt/Compute/ComputeSystem.h
Jolt/Physics/Character/CharacterVirtual.cpp,Jolt/Physics/Collision/CollideShape.h
Jolt/Physics/Collision/Shape/BoxShape.cpp,Jolt/Physics/Collision/CollidePointResult.h
Jolt/Physics/Body/Body.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/TriangleSplitter/TriangleSplitter.h,Jolt/Core/NonCopyable.h
Jolt/Physics/Collision/CollideConvexVsTriangles.cpp,Jolt/Jolt.h
Jolt/Physics/PhysicsScene.cpp,Jolt/Physics/PhysicsSystem.h
Jolt/Physics/Constraints/PathConstraint.cpp,Jolt/Physics/Constraints/PathConstraint.h
Jolt/ObjectStream/ObjectStreamIn.h,fstream
Jolt/Physics/Vehicle/VehicleCollisionTester.cpp,Jolt/Physics/Vehicle/VehicleCollisionTester.h
Jolt/Physics/Collision/Shape/HeightFieldShape.cpp,Jolt/Core/StreamOut.h
Jolt/Physics/Collision/Shape/PlaneShape.cpp,Jolt/Geometry/Plane.h
Jolt/Compute/DX12/ComputeBufferDX12.cpp,Jolt/Compute/DX12/ComputeBufferDX12.h
Jolt/Physics/LargeIslandSplitter.cpp,Jolt/Physics/LargeIslandSplitter.h
Jolt/Compute/MTL/ComputeShaderMTL.h,MetalKit/MetalKit.h
Jolt/Physics/Collision/RayCast.h,Jolt/Physics/Collision/BackFaceMode.h
Jolt/ObjectStream/TypeDeclarations.h,Jolt/Geometry/Triangle.h
Jolt/Physics/PhysicsSystem.cpp,Jolt/Jolt.h
Jolt/Jolt.h,Jolt/Math/Real.h
Jolt/ObjectStream/SerializableAttribute.h,Jolt/ObjectStream/ObjectStreamTypes.h
Jolt/Physics/Vehicle/Wheel.cpp,Jolt/Physics/Vehicle/Wheel.h
Jolt/Physics/Character/CharacterVirtual.cpp,Jolt/Geometry/ConvexSupport.h
Jolt/Physics/Collision/BroadPhase/BroadPhaseBruteForce.h,Jolt/Core/Mutex.h
Jolt/Physics/Collision/ManifoldBetweenTwoFaces.cpp,Jolt/Physics/Collision/ManifoldBetweenTwoFaces.h
Jolt/Physics/Constraints/PulleyConstraint.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Physics/Collision/BroadPhase/BroadPhaseQuadTree.cpp,Jolt/Jolt.h
Jolt/Renderer/DebugRendererPlayback.cpp,Jolt/Jolt.h
Jolt/Physics/SoftBody/SoftBodyMotionProperties.h,Jolt/Physics/SoftBody/SoftBodyVertex.h
Jolt/Physics/Constraints/PathConstraint.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/Physics/SoftBody/SoftBodyShape.cpp,Jolt/Physics/Collision/CastConvexVsTriangles.h
Jolt/Renderer/DebugRendererSimple.h,Jolt/Renderer/DebugRenderer.h
Jolt/Physics/Constraints/ConstraintPart/AxisConstraintPart.h,Jolt/Physics/StateRecorder.h
Jolt/Physics/Collision/Shape/CapsuleShape.cpp,Jolt/Physics/Collision/Shape/SphereShape.h
Jolt/Physics/Collision/Shape/ConvexShape.cpp,Jolt/Physics/Collision/RayCast.h
Jolt/Shaders/HairTeleportBindings.h,HairStructs.h
Jolt/Physics/Constraints/PointConstraint.cpp,Jolt/Jolt.h
Jolt/Physics/Constraints/HingeConstraint.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/Physics/Collision/Shape/CapsuleShape.cpp,Jolt/Core/StreamIn.h
Jolt/Physics/Collision/Shape/PlaneShape.cpp,Jolt/Physics/Collision/Shape/ScaleHelpers.h
Jolt/Physics/Collision/CollideSphereVsTriangles.cpp,Jolt/Physics/Collision/TransformedShape.h
Jolt/Physics/Vehicle/WheeledVehicleController.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Physics/Collision/Shape/ConvexHullShape.h,Jolt/Physics/Collision/Shape/ConvexShape.h
Jolt/Shaders/HairWrapper.cpp,HairUpdateStrandsBindings.h
Jolt/Physics/Collision/CollideConvexVsTriangles.h,Jolt/Physics/Collision/Shape/Shape.h
Jolt/Physics/Constraints/ConstraintPart/AxisConstraintPart.h,Jolt/Physics/Constraints/ConstraintPart/SpringPart.h
Jolt/ObjectStream/ObjectStreamIn.cpp,Jolt/Core/UnorderedSet.h
Jolt/Physics/SoftBody/SoftBodySharedSettings.cpp,Jolt/Core/UnorderedSet.h
Jolt/Physics/Collision/Shape/CylinderShape.cpp,Jolt/Physics/Collision/Shape/GetTrianglesContext.h
Jolt/Physics/Collision/Shape/StaticCompoundShape.cpp,Jolt/Physics/Collision/Shape/CompoundShapeVisitors.h
Jolt/Physics/Collision/Shape/MutableCompoundShape.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/BroadPhase/BroadPhaseQuery.h,Jolt/Physics/Body/BodyID.h
Jolt/Physics/Collision/Shape/ConvexHullShape.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/BroadPhase/QuadTree.h,Jolt/Core/Atomics.h
Jolt/Physics/Hair/HairShaders.h,Jolt/Core/Reference.h
Jolt/Physics/Collision/Shape/MeshShape.cpp,Jolt/AABBTree/AABBTreeBuilder.h
Jolt/Compute/CPU/ComputeQueueCPU.cpp,Jolt/Compute/CPU/ComputeBufferCPU.h
Jolt/Physics/Body/BodyManager.cpp,Jolt/Physics/PhysicsSettings.h
Jolt/Physics/Body/BodyManager.cpp,Jolt/Physics/Body/BodyActivationListener.h
Jolt/Physics/Collision/Shape/ConvexShape.cpp,Jolt/Jolt.h
Jolt/Physics/Constraints/ConstraintPart/RackAndPinionConstraintPart.h,Jolt/Physics/Body/Body.h
Jolt/Jolt.h,Jolt/Core/Core.h
Jolt/Physics/Constraints/MotorSettings.cpp,Jolt/Physics/Constraints/MotorSettings.h
Jolt/Physics/Vehicle/WheeledVehicleController.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/Core/JobSystemWithBarrier.cpp,Jolt/Jolt.h
Jolt/Physics/Constraints/SixDOFConstraint.h,Jolt/Physics/Constraints/ConstraintPart/AngleConstraintPart.h
Jolt/Shaders/HairUpdateRootsBindings.h,HairStructs.h
Jolt/Physics/Collision/BroadPhase/QuadTree.cpp,Jolt/Geometry/OrientedBox.h
Jolt/Physics/Collision/Shape/TriangleShape.cpp,Jolt/Physics/Collision/CollideSphereVsTriangles.h
Jolt/Physics/Constraints/MotorSettings.h,Jolt/ObjectStream/SerializableObject.h
Jolt/Physics/Collision/BroadPhase/QuadTree.cpp,Jolt/Geometry/RayAABox.h
Jolt/Shaders/TestComputeWrapper.cpp,TestCompute.hlsl
Jolt/Physics/Collision/Shape/PlaneShape.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Physics/Collision/Shape/TaperedCapsuleShape.cpp,Jolt/Geometry/RayCapsule.h
Jolt/Core/JobSystemThreadPool.cpp,Jolt/Core/FPException.h
Jolt/ObjectStream/ObjectStreamIn.h,Jolt/Core/Reference.h
Jolt/Physics/Constraints/TwoBodyConstraint.cpp,Jolt/Physics/IslandBuilder.h
Jolt/Physics/Hair/HairSettings.cpp,Jolt/Geometry/ClosestPoint.h
Jolt/Physics/SoftBody/SoftBodyShape.cpp,Jolt/Geometry/RayTriangle.h
Jolt/Compute/VK/ComputeShaderVK.cpp,Jolt/Jolt.h
Jolt/Physics/Hair/HairSettings.cpp,Jolt/Core/StreamOut.h
Jolt/Math/Real.h,Jolt/Math/DMat44.h
Jolt/Physics/DeterminismLog.h,Jolt/Physics/Body/BodyID.h
Jolt/Physics/Hair/HairSettings.h,Jolt/Geometry/AABox.h
Jolt/Physics/Collision/Shape/MeshShape.cpp,Jolt/Physics/Collision/CollideSphereVsTriangles.h
Jolt/Physics/Collision/Shape/CylinderShape.cpp,Jolt/Core/StreamOut.h
Jolt/Physics/Constraints/SwingTwistConstraint.cpp,Jolt/Core/StreamOut.h
Jolt/Physics/Collision/CollisionDispatch.h,Jolt/Physics/Collision/ShapeFilter.h
Jolt/Skeleton/SkeletonMapper.cpp,Jolt/Skeleton/SkeletonMapper.h
Jolt/Physics/Character/CharacterBase.h,Jolt/Physics/Collision/PhysicsMaterial.h
Jolt/Shaders/HairWrapper.cpp,Jolt/Jolt.h
Jolt/Core/Profiler.h,Jolt/Core/TickCounter.h
Jolt/Core/Core.h,new
Jolt/ObjectStream/SerializableAttributeEnum.h,Jolt/ObjectStream/ObjectStream.h
Jolt/Physics/Collision/NarrowPhaseQuery.h,Jolt/Physics/Collision/ShapeFilter.h
Jolt/Geometry/AABox.h,Jolt/Geometry/IndexedTriangle.h
Jolt/ObjectStream/TypeDeclarations.h,Jolt/Core/Color.h
Jolt/Physics/Constraints/GearConstraint.h,Jolt/Physics/Constraints/ConstraintPart/GearConstraintPart.h
Jolt/Geometry/OrientedBox.cpp,Jolt/Geometry/OrientedBox.h
Jolt/Physics/Collision/BroadPhase/BroadPhaseBruteForce.cpp,Jolt/Physics/Collision/CastResult.h
Jolt/Physics/Vehicle/MotorcycleController.cpp,Jolt/Physics/PhysicsSystem.h
Jolt/Physics/Constraints/SpringSettings.cpp,Jolt/Core/StreamOut.h
Jolt/Physics/Vehicle/VehicleTransmission.h,Jolt/Physics/StateRecorder.h
Jolt/Physics/Collision/Shape/TaperedCapsuleShape.cpp,Jolt/Physics/Collision/TransformedShape.h
Jolt/Physics/Ragdoll/Ragdoll.cpp,Jolt/Physics/PhysicsSystem.h
Jolt/Core/JobSystemThreadPool.cpp,Jolt/Core/JobSystemThreadPool.h
Jolt/Physics/SoftBody/SoftBodyCreationSettings.cpp,Jolt/ObjectStream/TypeDeclarations.h
Jolt/Physics/Collision/Shape/HeightFieldShape.cpp,Jolt/Core/Profiler.h
Jolt/Core/StreamUtils.h,Jolt/Core/Factory.h
Jolt/Physics/Collision/CollisionGroup.cpp,Jolt/Core/StreamIn.h
Jolt/Physics/Constraints/SliderConstraint.cpp,Jolt/Physics/Body/Body.h
Jolt/Core/StreamIn.h,Jolt/Core/NonCopyable.h
Jolt/Shaders/HairUpdateStrandsBindings.h,HairStructs.h
Jolt/Compute/DX12/ComputeQueueDX12.cpp,Jolt/Compute/DX12/ComputeBufferDX12.h
Jolt/Math/Vec3.h,Jolt/Math/Swizzle.h
Jolt/Physics/Constraints/ConstraintPart/RotationQuatConstraintPart.h,Jolt/Physics/Body/Body.h
Jolt/Physics/Vehicle/VehicleConstraint.cpp,Jolt/Physics/Vehicle/VehicleConstraint.h
Jolt/Physics/Collision/Shape/EmptyShape.cpp,Jolt/Physics/Collision/Shape/EmptyShape.h
Jolt/Physics/Character/Character.cpp,Jolt/Jolt.h
Jolt/Physics/Constraints/ContactConstraintManager.cpp,Jolt/Core/TempAllocator.h
Jolt/Physics/Collision/Shape/TaperedCylinderShape.cpp,Jolt/Renderer/DebugRenderer.h
Jolt/Skeleton/SkeletonPose.h,Jolt/Skeleton/Skeleton.h
Jolt/Physics/Collision/Shape/ConvexHullShape.h,Jolt/Renderer/DebugRenderer.h
Jolt/Physics/IslandBuilder.cpp,Jolt/Core/Atomics.h
Jolt/Physics/Collision/Shape/BoxShape.cpp,Jolt/Geometry/RayAABox.h
Jolt/Physics/Hair/Hair.h,Jolt/Core/StridedPtr.h
Jolt/Physics/Vehicle/VehicleEngine.h,Jolt/Physics/StateRecorder.h
Jolt/Physics/Constraints/ConstraintPart/SwingTwistConstraintPart.h,Jolt/Physics/Constraints/ConstraintPart/RotationEulerConstraintPart.h
Jolt/Physics/Constraints/SwingTwistConstraint.h,Jolt/Physics/Constraints/ConstraintPart/PointConstraintPart.h
Jolt/Geometry/Sphere.h,Jolt/Geometry/AABox.h
Jolt/Physics/Collision/CollideSphereVsTriangles.cpp,Jolt/Jolt.h
Jolt/Physics/Collision/Shape/MutableCompoundShape.cpp,Jolt/Physics/Collision/Shape/MutableCompoundShape.h
Jolt/Physics/Collision/Shape/Shape.h,Jolt/Physics/Collision/BackFaceMode.h
Jolt/Physics/Constraints/ConeConstraint.cpp,Jolt/Jolt.h
Jolt/Core/Factory.h,Jolt/Core/RTTI.h
Jolt/Physics/Character/Character.cpp,Jolt/Physics/Body/BodyLock.h
Jolt/Compute/DX12/ComputeSystemDX12.h,Jolt/Core/UnorderedMap.h
Jolt/Physics/Collision/GroupFilterTable.cpp,Jolt/Physics/Collision/GroupFilterTable.h
Jolt/Physics/Ragdoll/Ragdoll.cpp,Jolt/Physics/Collision/GroupFilterTable.h
Jolt/Core/Core.h,cstdint
Jolt/Physics/Vehicle/TrackedVehicleController.cpp,Jolt/Jolt.h
Jolt/ObjectStream/ObjectStreamTextOut.cpp,Jolt/ObjectStream/ObjectStreamTextOut.h
Jolt/Physics/Collision/Shape/CompoundShapeVisitors.h,Jolt/Physics/Collision/TransformedShape.h
Jolt/Physics/Collision/NarrowPhaseQuery.h,Jolt/Physics/Collision/BroadPhase/BroadPhaseQuery.h
Jolt/Core/Array.h,Jolt/Core/STLAllocator.h
Jolt/Physics/Constraints/PathConstraintPathHermite.cpp,Jolt/Core/StreamIn.h
Jolt/Physics/Vehicle/VehicleConstraint.cpp,Jolt/Core/StreamOut.h
Jolt/Physics/Body/BodyInterface.cpp,Jolt/Physics/Body/Body.h
Jolt/Physics/Collision/NarrowPhaseStats.h,Jolt/Core/TickCounter.h
Jolt/Core/Profiler.cpp,chrono
Jolt/Physics/Collision/CollideConvexVsTriangles.cpp,Jolt/Physics/Collision/NarrowPhaseStats.h
Jolt/Geometry/EPAConvexHullBuilder.h,Jolt/Core/StringTools.h
Jolt/Core/TickCounter.cpp,Jolt/Jolt.h
Jolt/Shaders/HairWrapper.cpp,HairApplyDeltaTransformBindings.h
Jolt/Physics/Body/BodyLock.h,Jolt/Physics/Body/BodyLockInterface.h
Jolt/Physics/Constraints/ConstraintPart/GearConstraintPart.h,Jolt/Physics/StateRecorder.h
Jolt/Physics/Constraints/SpringSettings.h,Jolt/ObjectStream/SerializableObject.h
Jolt/Geometry/AABox.h,Jolt/Geometry/Triangle.h
Jolt/Core/JobSystem.h,Jolt/Core/Atomics.h
Jolt/Core/LinearCurve.cpp,Jolt/Core/StreamIn.h
Jolt/Physics/Collision/BroadPhase/BroadPhaseBruteForce.h,Jolt/Physics/Collision/BroadPhase/BroadPhase.h
Jolt/Physics/Collision/Shape/CylinderShape.cpp,Jolt/Core/StreamIn.h
Jolt/Core/STLTempAllocator.h,Jolt/Core/TempAllocator.h
Jolt/Physics/Hair/HairSettings.h,Jolt/ObjectStream/SerializableObject.h
Jolt/Renderer/DebugRenderer.h,Jolt/Math/Float2.h
Jolt/Physics/Collision/Shape/ScaledShape.cpp,Jolt/Physics/Collision/ShapeCast.h
Jolt/Physics/Constraints/ConstraintManager.cpp,Jolt/Physics/StateRecorder.h
Jolt/Physics/Constraints/TwoBodyConstraint.h,Jolt/Physics/Body/Body.h
Jolt/Physics/Constraints/GearConstraint.cpp,Jolt/Jolt.h
Jolt/Math/Vec3.h,Jolt/Math/Float3.h
Jolt/Physics/Collision/Shape/CompoundShape.h,Jolt/Physics/Collision/Shape/SubShapeID.h
Jolt/Physics/Collision/Shape/OffsetCenterOfMassShape.cpp,Jolt/Core/StreamOut.h
Jolt/Core/JobSystemThreadPool.h,Jolt/Core/FixedSizeFreeList.h
